Item ID,Group,Standards,Item Information,Prompt,Option A,Option B,Option C,Correct
S08LFS1.4M8,8,S08LFS1.4,"M - Here is a tree. (Point to tree.) Which part is a branch: A, B, or C? ",Which part is a branch?,A,B,C,b
S08LFS1.4M9,8,S08LFS1.4,"M - Here is an elephant. (Point to elephant.) Which part is the trunk: A, B, or C?",Which part is the trunk?,A,B,C,c
S08LFS1.4H10,8,S08LFS1.4,"H - Here is a horse. (Point to horse.) Which body part helps the horse run: A, B, or C? ",Which body part helps the horse run?,head,legs,tail,b
S08LFS1.4L11,8,S08LFS1.4,"L - Here are three objects. (Point to the choices.) Which is an animal: tree, bird, or phone?",Which is an animal?,tree,bird,phone,b
S08LFS1.4M12,8,S08LFS1.4,"M - Here is a flower. (Point to the prompt.) Which are the petals of this flower: A, B, or C? ",Which are the petals of this flower?,A,B,C,a
S08LFS1.4M13,8,S08LFS1.4,"M - Here is a flower. (Point to the prompt.) Which are the roots of this flower: A, B, or C? ",Which are the roots of this flower?,A,B,C,c
S08LFS1.4H14,8,S08LFS1.4,"H - Here is a flower.  (Point to the prompt.) Which part of this flower attracts bees: petals, stem, or roots? ",Which part of this flower attracts bees?,petals,stem,roots,a
S08LFS1.4H15,8,S08LFS1.4,"H - Here is a flower. (Point to the prompt.) Which part of this flower takes in water from the soil: petals, stem, or roots? ",Which part of this flower takes in water from the soil?,petals,stem,roots,c
S08LFS1.4L16,8,S08LFS1.4,"L - Here are three objects. (Point to answer choices.) Which is an animal: flower, ball, or dolphin?",Which is an animal?,flower,ball,dolphin,c
S08LFS1.4L17,8,S08LFS1.4,"L - Here are three objects. (Point to answer choices.) Which is a plant: fern, duck, or pond?",Which is a plant?,fern,duck,pond,a
S08LFS1.4M18,8,S08LFS1.4,"M - Here is a tiger. (Point to prompt.) Which shows the tiger's tail: A, B, or C?",Which shows the tiger's tail?,A,B,C,b
S08LFS1.4M19,8,S08LFS1.4,"M - Here is a polar bear. (Point to prompt.) Which shows a polar bear hibernating during the winter: A, B, or C?",Which shows a polar bear hibernating during the winter?,A,B,C,c
S08LFS1.4H20,8,S08LFS1.4,"H - Here is a porcupine. (Point to prompt.) Which body part helps the porcupine protect itself: feet, eye, or spines?",Which body part helps the porcupine protect itself?,feet,eye,spines,c
S08LFS1.6HSAMPLE,8,S08LFS1.6,"H - Here are three trees.  (Point to answer choices.) Which tree is most able to use light from the Sun to grow: A, B or C? ",Which tree is better able to use light from the Sun to grow?,A,B,C,c
S08LFS1.6L1,8,S08LFS1.6,"L -This is a tree. (Point to tree.) Which helps a tree grow: sunlight, potatoes, or rocks? ",Which helps a tree grow?,sunlight,potatoes,rocks,a
S08LFS1.6L2,8,S08LFS1.6,"L - This flower is growing poorly. (Point to flower.) Which could help the flower grow better: glue, water, or soda? ",Which could help the flower grow better?,glue,water,soda,b
S08LFS1.6M3,8,S08LFS1.6,"M - Here are two plants. (point to picture of plants.) What will happen if only one plant gets water and sunlight: A, B, or C?",What will happen if only one plant gets water and sunlight?,A,B,C,c
S08LFS1.6M4,8,S08LFS1.6,"M - This is a plant. (Point to prompt.) Plants need water, sunlight, and air for photosynthesis. Which shows how the plant might get water: sunlight, grass, or water?","Plants need water, sunlight, and air for photosynthesis. Which shows how the plant might get water?",A,B,C,b
S08LFS1.6H5,8,S08LFS1.6,"H - This is a plant. (Point to plant in diagram.) Where do plants get energy for photosynthesis: the Moon, wind, or the Sun? ",Where do plants get energy for photosynthesis?,Moon,wind,Sun,c
S08LFS1.6L6,8,S08LFS1.6,"L - This is a plant. (Point to prompt.) Which does the plant need to grow: milk, water, or baseball? ",Which does the plant need to grow?,milk,water,baseball,b
S08LFS1.6M7,8,S08LFS1.6,"M - Here are three plants. (Point to answer choices.) Which plant gets the most light to grow: A, B, or C?",Which plant gets the most light to grow?,A,B,C,c
S08LFS1.6M8,8,S08LFS1.6,"M - Here are three flowers. (Point to answer choices.) Which flower gets the most water to grow: A, B, or C? ",Which flower gets the most water to grow?,A,B,C,a
S08LFS1.6H9,8,S08LFS1.6,"H - This diagram shows photosynthesis. (Point to prompt.) During photosynthesis, plants use light energy, water and air to make food. Where does the plant get light to grow: flower, Sun or roots?","During photosynthesis, plants use light energy, water and air to make food. Where does the plant get light to grow?",flowers,Sun,roots,b
S08LFS1.6H10,8,S08LFS1.6,"H - This diagram shows photosynthesis. (Point to prompt.) During photosynthesis, plants use light energy, water and air to make food. Which part of the plant takes in water to grow: flower, leaves or roots?","During photosynthesis, plants use light energy, water and air to make food. Which part of the plant takes in water to grow?",flowers,leaves,roots,c
S08LFS1.6L11,8,S08LFS1.6,"L - Here is a tree. (Point to the prompt.) Which does a tree need to grow: sunlight, car, or fish? ",Which does a tree need to grow?,sunlight,car,fish,a
S08LFS1.6L12,8,S08LFS1.6,"L - Here is a tree. (Point to the prompt.) Which does a tree need to grow: car, water, or fish? ",Which does a tree need to grow?,car,water,fish,b
S08LFS1.6M13,8,S08LFS1.6,"M - Here are three plants. (Point to the answer choices.) Which plant would likely grow the best, the plant given: water only, sunlight only, or water and sunlight.",Which plant would likely grow the best?,water only,sunlight only,water and sunlight,c
S08LFS1.6M14,8,S08LFS1.6,"M - This is a diagram of photosynthesis. (Point to the prompt.) Which part of the plant takes in sunlight: flower, leaves, or roots?",Which part of the plant takes in sunlight?,flower,leaves,roots,b
S08LFS1.6H15,8,S08LFS1.6,"H - This is a diagram of photosynthesis. (Point to the prompt.) What gas does the plant's leaves release into the air: water, oxygen, or soil? ",What gas does the plant's leaves release into the air?,water,soil,oxygen,c
S08LFS1.6L16,8,S08LFS1.6,"L - Here is a sunflower. (Point to the plant.) What helps a sunflower grow: sunlight, truck, or soda?",What helps a sunflower grow?,sunlight,truck,soda,a
S08LFS1.6M17,8,S08LFS1.6,"M - Here is a fern plant getting watered in the Sun. (Point to prompt.) What else does the fern need to grow: soda, electricity, or air?  ",What else does the plant need to grow if you water it?,soda,electricity,air,c
S08LFS1.6M18,8,S08LFS1.6,"M - This plant is in a bag. (Point to prompt.) Which would help this plant grow: magnets, air, or candy? ",Which would help this plant grow?,magnets,air,candy,b
S08LFS1.6H19,8,S08LFS1.6,"H - This is a diagram of photosynthesis. (Point to prompt.) During photosynthesis, plants use light, air and water to grow. Which is needed for photosynthesis: water, candy or rocks?","During photosynthesis, plants use light, air and water to grow. Which is not needed for photosynthesis? ",water,candy,electricity,a
S08LFS1.6H20,8,S08LFS1.6,"H - This is a diagram of photosynthesis. (Point to prompt.) During photosynthesis, plants use light, air and water to grow. Which could be used in photosynthesis: gravel, mountain, or water?","During photosynthesis, plants use light, air and water to grow. Which could be used in photosynthesis?",electricity,soda,sunlight,c
S08LFS1.7LSAMPLE,8,S08LFS1.7,"L - Here are three pictures. (Point to student materials.) Which would you eat to grow: rocks, grass or fruit?",Which would you eat to grow?,rocks,grass,fruit,c
S08LFS1.7L1,8,S08LFS1.7,"L - This is a puppy. (Point to puppy.) Which could help a puppy grow: a brick, grass, or food?",Which could help a puppy grow?,brick,grass,food,c
S08LFS1.7M2,8,S08LFS1.7,"M - This is a boy. (Point to prompt.) What does the boy eat for energy to grow: vegetables, money, or the Moon? ",What does the boy eat for energy to grow?,vegetables,money,Moon,a
S08LFS1.7M3,8,S08LFS1.7,"M -This is a monkey. (Point to monkey.) What does a monkey eat for energy: sticks, bananas, or rocks?",What does a monkey eat for energy?,sticks,bananas,rocks,b
S08LFS1.7H4,8,S08LFS1.7,"H - Here is a graph.  (Point to prompt.) Which dog will grow the most: A, B, or C? ",Which dog will grow the most?,A,B,C,c
S08LFS1.7H5,8,S08LFS1.7,"H -  Lucy likes basketball. (Point to girl in prompt.) What should Lucy do to have energy to play basketball: read a book, fly a kite, or eat a snack?",What should Lucy do to get energy to play basketball? ,read a book,fly a kite,eat a snack,c
S08LFS1.7L6,8,S08LFS1.7,"L - Here is a cow. (Point to the cow.) Which does the cow eat to grow: air, grass, or rock? ",Which does the cow eat to grow?,air,grass,rock,b
S08LFS1.7L7,8,S08LFS1.7,"L - Here is a girl. (Point to prompt.) Which could she eat to grow: bark, shoelaces or carrots?",Which could she eat to grow?,bark,shoelaces,carrots,c
S08LFS1.7M8,8,S08LFS1.7,"M - This is Tom. (Point to boy.) Which gives Tom energy to ride his bike: bananas, pencil, or glasses?",Which gives Tom energy to ride his bike?,bananas,pencil,glasses,a
S08LFS1.7M9,8,S08LFS1.7,"M - Here is a shark. (Point to shark.) Which does the shark hunt for energy: flower, hamburgers, or fish? ",Which does the shark hunt for energy?,flower,hamburger,fish,c
S08LFS1.7H10,8,S08LFS1.7,"H - Here is a graph showing how many cups of food each dog ate last week. (Point to graph.) Which dog likely grew the most: A, B, or C? ",Which dog likely grew the most?,A,B,C,b
S08LFS1.7L11,8,S08LFS1.7,"L - Here is a horse (Point to the prompt.) Which would a horse eat to grow: rocks, hay or table?",Which would a horse eat to grow?,rocks,hay,table,b
S08LFS1.7M12,8,S08LFS1.7,"M - Here is Cara. (Point to girl in prompt.) Which could Cara eat for energy: rocks, hay or fruit? ",Which could Cara eat for energy?,rocks,hay,fruit,c
S08LFS1.7M13,8,S08LFS1.7,"M - Here is a bear. (Point to the prompt.) Which could a bear eat for energy: rocks, fish, or pencils?",Which could a bear eat for energy?,rocks,fish,pencils,b
S08LFS1.7H14,8,S08LFS1.7,"H - Here is a bear. (Point to the prompt.) Which would the bear eat for the most energy: no fish, a few fish, or many fish?",Which would the bear eat for the most energy?,no fish,few fish,many fish,c
S08LFS1.7H15,8,S08LFS1.7,"H - Here is Ray. (Point to the girl.) Ray needs energy for running. Which should she eat to get the most energy: fruit, water, or dirt?",Ray needs energy for running. Which should she eat to get the most energy?,fruit,water,dirt,a
S08LFS1.7L16,8,S08LFS1.7,"L - Here is a cat. (Point to prompt.) Which does a cat need to grow: food, ball, or tree? ",Which does a cat need to grow?,food,toy,tree,a
S08LFS1.7L17,8,S08LFS1.7,"L - Here are two children. (Point to prompt.) Which helps children grow: phone, table, or vegetables?",Which helps children grow?,phone,table,vegetables,c
S08LFS1.7M18,8,S08LFS1.7,"M - Here is a girl. (Point to prompt.) Which gives you energy to grow: calculator, fruit, or tree? ",Which gives you energy to grow?,calculator,fruit,tree,b
S08LFS1.7M19,8,S08LFS1.7,"M - Here is a dog. (Point to prompt.) Which gives a dog energy to grow: candy, ball, or food?  ",Which gives a dog energy to grow?,candy,ball,food,c
S08LFS1.7H20,8,S08LFS1.7,"H - Here is a graph about food. (Point to grph in prompt.) Which food has the most nutrition to help you grow: candy, soda, or fruit?",Which food has the most nutrition to help you grow?,chips,fruit,soda,b
S08LFS2.1LSAMPLE,8,S08LFS2.1,"L - Here are three pictures. (Point to student materials.) Which shows a group of animals: fish, bear, or hawk?",Which shows a group of animals?,fish,bear,hawk,a
S08LFS2.1L1,8,S08LFS2.1,"L - Here are three pictures. (Point to answer choices.) Which is a group of animals: dog, owl, or wolf pack?",Which is a group of animals?,A,B,C,c
S08LFS2.1L2,8,S08LFS2.1,"L - Here are three pictures. (Point to answer choices.) Which is alive: paper clip, worm, or rock?",Which is alive?,paper clip,worm,rock,b
S08LFS2.1M3,8,S08LFS2.1,"M - This is a herd of cows. (Point to herd of cows.) What do cows eat to grow: dirt, sticks, or grass?",What do cows eat to grow?,dirt,sticks,grass,c
S08LFS2.1M4,8,S08LFS2.1,"M - This is a dog. (Point to dog.) What does a dog need to survive: water, shoes, or grass? ",What does a dog need to survive?,water,shoes,grass,a
S08LFS2.1H5,8,S08LFS2.1,"H - This is a flock of birds. (Point to birds.) What will happen if  the birds' food runs out, will there be: more birds, fewer birds, or the same amount of birds? ",What will happen if  the birds' food runs out?,more birds,fewer birds,same amount of birds,b
S08LFS2.1L6,8,S08LFS2.1,"L - Here are three pictures. (Point to answer choices.) Which shows a group of living animals: A, B, or C? ",Which shows a group of living animals?,A,B,C,b
S08LFS2.1M7,8,S08LFS2.1,"M - Here is a group of deer. (Point to deer.) What do these deer need to grow: A, B, or C? ",What do these deer need to grow?,rocks,berries,candy,b
S08LFS2.1M8,8,S08LFS2.1,"M - Here is a horse. (Point to horse.) What does the horse need to grow: hay, stump or toothbrush?",What does the horse need to grow?,hay,stump,toothbrush,a
S08LFS2.1H9,8,S08LFS2.1,"H - Here is a food chain. (Point to prompt picture.) What would happen to the deer if the berries they eat died, would there be: more deer, the same deer, or less deer? ",What would happen to the deer if the berries they eat died?,more deer,same deer,less deer,c
S08LFS2.1H10,8,S08LFS2.1,"H -  This is a river. (Point to prompt picture.) What would happen to the fish if the river dried up: A, B, or C? ",What would happen to the fish if the river dried up?,A,B,C,c
S08LFS2.1L11,8,S08LFS2.1,"L - Here is a bee. (Point to beehive.) Which shows a group of bees:  A, B, or C? ",Which shows a group of bees?,A,B,C,b
S08LFS2.1L12,8,S08LFS2.1,"L - Here is a group of flowers.  (Point to flowers.) Which shows one flower: A, B, or C? ",Which shows one flower?,A,B,C,c
S08LFS2.1M13,8,S08LFS2.1,"M - Here is a group of fish. (Point to the prompt.) Which shows where the group of fish live: river, sky, or forest? ",Which shows where the group of fish live?,river,sky,forest,a
S08LFS2.1M14,8,S08LFS2.1,"M - Here is a flock of geese. (Point to the prompt.) Which shows where a flock of geese live: house, pond, or forest? ",Which shows where a flock of geese live?,house,pond,forest,b
S08LFS2.1H15,8,S08LFS2.1,"H - These fish live in a pond that is drying up. (Point to the prompt.) Which could help the pond: rain, sand, or leaves? ",These fish live in a pond that is drying up. Which could help the pond?,rain,sand,leaves,a
S08LFS2.1L16,8,S08LFS2.1,"L -  Here are three objects. (Point to answer choices.) Which is alive: toy, pond, or duck?",Which is alive?,toy,pond,duck,c
S08LFS2.1M17,8,S08LFS2.1,"M - Here are some fish. (Point to the fish.)  Which do they need to live: tree, water, or rock?",Which do they need to live?,tree,water,rock,b
S08LFS2.1M18,8,S08LFS2.1,"M - Here is a pack of wolves. (Point to wolves.) Which might these wolves eat to grow: rabbits, trees, or pencils? ",Which might these wolves eat to grow?,rabbits,trees,pencils,a
S08LFS2.1H19,8,S08LFS2.1,"H - Here is a pond with fish. (Point to the pond wish fish.) What would happen to the number of fish if the pond was badly polluted: stay the same, decrease, or increase? ",What would happen to the number of fish if the pond was badly polluted?,same,decrease,increase,b
S08LFS2.1H20,8,S08LFS2.1,"H - Here is a food chain. (Point to prompt picture.) What would happen to the bear if the berries they eat died, would there be: more bear, the same bear, or less bear ",What would happen to the bear if the berries they eat died?,more bear,same bear,less bear,c
S08LFS2.2MSAMPLE,8,S08LFS2.2,"M - Here are some frogs. (Point to frogs in prompt.) Which provides a home for the frogs: storks, pond, or insects?",Which provides habitat for the frogs?,stork,pond,insects,b
S08LFS2.2L1,8,S08LFS2.2,"L - This is a desert. (Point to desert.) What is alive in this desert: rocks, sand, or cactus?",What is alive in this desert?,rocks,sand,cactus,c
S08LFS2.2M2,8,S08LFS2.2,"M - This is a desert. (Point to desert.) What can a lizard drink to survive: clouds, water, or a rock?  ",What can a lizard drink to survive?,clouds,water,rock,c
S08LFS2.2M3,8,S08LFS2.2,"M - This is a cougar. (Point to tiger.) What does a cougar need to survive: water, dirt, or branches?",What does a cougar need to survive?,water,dirt,branches,a
S08LFS2.2H4,8,S08LFS2.2,"H -  This is a mouse. (Point to prompt.) Predators eat other animals. Which is a predator of the mouse: cat, worm, or ant?",Predators eat other animals. Which is a predator of the mouse?,cat,worm,ant,a
S08LFS2.2H5,8,S08LFS2.2,"H - This is a cougar. (Point to cat.) Which could compete with the cougar for food: grass, ant, or wolf?",Which could compete with the cougar for food?,grass,ant,wolf,c
S08LFS2.2L6,8,S08LFS2.2,"L - Here are three pictures. (Point to answer choices.) Which one is alive: A, B, or C?",Which one is alive?,A,B,C,b
S08LFS2.2L7,8,S08LFS2.2,"L - Here are three pictures. (Point to answer choices.) Which shows a living tree: A, B, or C?",Which shows a living tree?,A,B,C,c
S08LFS2.2M8,8,S08LFS2.2,"M - Here is a beaver. (Point to beaver.) Which provides shelter for the beaver: fish, dam, or boat?",Which provides shelter for the beaver?,fish,dam,boat,b
S08LFS2.2M9,8,S08LFS2.2,"M - Here is a dolphin. (Point to dolphin.) Where is the dolphin's home: boat, forest, or ocean?",Where is the dolphin's home?,boat,forest,ocean,c
S08LFS2.2H10,8,S08LFS2.2,"H - Here are some frogs and insects. (Point to prompt picture.) How do frogs and insects relate to each other: frogs eat insects, insects eat frogs, or no relation? ",How do frogs and insects relate to each other?,frogs eat insects,insects eat frogs,no relation,a
S08LFS2.2L11,8,S08LFS2.2,"L - Here are three objects. (Point to answer choices.) Which is alive: a phone, brick or ant? ",Which is alive?,phone,brick,ant,c
S08LFS2.2M12,8,S08LFS2.2,"M - Here are three objects. (Point to answer choices.) Which provides oxygen: plants, phones, or clouds?",Which provides oxygen?,plants,phones,clouds,a
S08LFS2.2M13,8,S08LFS2.2,"M - Here are some monkeys. (Point to prompt.) Which is a monkey's habitat: banana, forest, or insect? ",Which is a monkey's habitat? ,banana,forest,insect,b
S08LFS2.2H14,8,S08LFS2.2,"H - Here are some foxes and mice. (Point to prompt picture.) How do the mice and fox relate to each other: mice eat fox, fox eat mice, or no relation?",How do the mice and fox relate to each other?,mice eat fox,fox eat mice,no relation,b
S08LFS2.2H15,8,S08LFS2.2,"H - Here are three pictures. (Point to answer choices.) Which shows a predator hunting prey: A, B, or C? ",Which shows a predator hunting prey?,A,B,C,a
S08LFS2.2L16,8,S08LFS2.2,"L - Here are three objects. (Point to answer choices.) Which shows a mountain: A, B or C?  ",Which shows a mountain? ,A,B,C,c
S08LFS2.2L17,8,S08LFS2.2,"L - Here are three objects. (Point to answer choices.) Which shows a volcano: A, B or C?  ",Which shows a volcano? ,A,B,C,c
S08LFS2.2M18,8,S08LFS2.2,"M - Here is a fox and her babies. (Point prompt.) Which could give the fox and her pups shelter: den, lake, or ocean?",Which could give the fox and her pups shelter?,den,lake,nest,a
S08LFS2.2M19,8,S08LFS2.2,"M - Here is an ocean. (Point to prompt.) Which animal lives in this habitat: bear, camel or whale?",Which animal lives in this habitat?,bear,camel,whale,c
S08LFS2.2H20,8,S08LFS2.2,"H - Here are three pictures. (Point to answer choices.) Predators eat other animals. Which shows a predator and its prey: A, B, or C? ",Predators eat other animals. Which shows a predator and its prey?,A,B,C,a
S08LFS3.2HSAMPLE,8,S08LFS3.2,"H - Here are two dogs.  (Point to dogs in prompt.) Which is the likely offspring of these dogs: A, B or C?",Which is the likely offspring of these dogs?,A,B,C,c
S08LFS3.2L1,8,S08LFS3.2,"L - This is a young plant. (Point to plant.) Which are the parents of this plant: A, B, or C?",Which are the parents of this plant?,A,B,C,b
S08LFS3.2L2,8,S08LFS3.2,"L - This is a mouse. (Point to mouse.) Which are the parents of this mouse: A, B, or C?  ",Which are the parents of this mouse?,A,B,C,c
S08LFS3.2M3,8,S08LFS3.2,"M - This is a cat. (Point to cat.) Which are likely the parents of this cat: A, B, or C?",Which are likely the parents of this cat?,A,B,C,a
S08LFS3.2M4,8,S08LFS3.2,"M - This is a horse. (Point to horse.) Which are the parents of this horse: A, B, or C?",Which are the parents of this horse?,A,B,C,b
S08LFS3.2H5,8,S08LFS3.2,"H - Here is a fish. (Point to fish in prompt.)  Which are the parents of this fish: A, B or C?",Which are the parents of this fish?,A,B,C,c
S08LFS3.2L6,8,S08LFS3.2,"L - Here are two adult cows. (Point to cows.) Which is a baby cow: A, B, or C? ",Which is a baby cow?,A,B,C,a
S08LFS3.2M7,8,S08LFS3.2,"M - Here are two adult eagles. (Point to eagles.) Which is their baby eaglet: A, B, or C?",Which is their baby eaglet?,A,B,C,c
S08LFS3.2M8,8,S08LFS3.2,"M - Here are two bears. (Point to bears.) Which is their baby bear cub: A, B, or C? ",Which is their baby bear cub?,A,B,C,b
S08LFS3.2H9,8,S08LFS3.2,"H - Here are two horses. (Point to horses.) Which is likely their offspring: A, B, or C? ",Which is likely their offspring?,A,B,C,a
S08LFS3.2H10,8,S08LFS3.2,"H - Here is a kitten. (Point to kitten.) Which are the kitten's parents: A, B, or C? ",Which are the kitten's parents?,A,B,C,c
S08LFS3.2L11,8,S08LFS3.2,"L- Here are two people. (Point to the prompt.) Which is the child of the two people: A, B, or C?",Which is the child of the two people?,A,B,C,b
S08LFS3.2L12,8,S08LFS3.2,"L- Here is a baby fish. (Point to the prompt.) Which are the parents of the baby fish: A, B, or C?",Which are the parents of the baby fish?,A,B,C,a
S08LFS3.2M13,8,S08LFS3.2,"M - Here is a baby horse. (Point to the prompt.) Which are the parents of this baby horse: A, B or C?",Which are the parents of this baby horse?,A,B,C,b
S08LFS3.2M14,8,S08LFS3.2,"M - Here is a baby bird.  (Point to the prompt.)  Which are the parents of this baby bird: A, B or C? ",Which are the parents of this baby bird?,A,B,C,c
S08LFS3.2H15,8,S08LFS3.2,"H - Here are two rabbits.  (Point to the prompt.)  Which is the likely offspring of these rabbits: A, B or C?",Which is the likely offspring of these rabbits?,A,B,C,c
S08LFS3.2L16,8,S08LFS3.2,"L - Here is a man and a woman. (Point to prompt.)  Which is their child: A, B or C?",Which is their child?,A,B,C,c
S08LFS3.2M17,8,S08LFS3.2,"M - Here is a baby tiger.  (Point to prompt.) Which are the parents: A, B or C?",Which are the parents?,A,B,C,b
S08LFS3.2M18,8,S08LFS3.2,"M - Here are two large rose bushes. (Point to prompt.) Which is the seedling of the rose bushes:  A, B or C?",Which is the seedling of the rose bushes?,A,B,C,a
S08LFS3.2H19,8,S08LFS3.2,"H - Here are two cats.  (Point to prompt.)  Which is likely their offspring: A, B or C?",Which is likely their offspring?,A,B,C,c
S08LFS3.2H20,8,S08LFS3.2,"H - Here are two cows. (Point to prompt.) Which is likely the cows' calf: A, B or C?",Which is likely the cows' calf?,A,B,C,b
S08LFS4.2LSAMPLE,8,S08LFS4.2,"L - Here is a cat. (Point to cat in prompt.) Which animal is also a cat: A, B or C.",Which animal is also a cat?,A,B,C,a
S08LFS4.2L1,8,S08LFS4.2,"L - This is a bird. (Point to bird in prompt.) Which animal is also a bird: A, B, or C.",Which animal is also a bird?,A,B,C,b
S08LFS4.2M2,8,S08LFS4.2,"M - This is a dog. (Point to dog.) Which animal is most similar to a dog: elephant, mouse or wolf?",Which animal is most similar to a dog?,elephant,mouse,wolf,c
S08LFS4.2M3,8,S08LFS4.2,"M - This is a turkey. (Point to turkey.) Which animal is most similar to a turkey: peacock, dog or cow? ",Which animal is most similar to a turkey?,peacock,dog,cow,a
S08LFS4.2H4,8,S08LFS4.2,"H - This is a fossilized footprint of a dinosaur.  (Point to footprint.) Which footprint is most similar to the dinosaur: dog, person, or lizard? ",Which footprint is most similar to a dinosaur?,dog,person,lizard,c
S08LFS4.2H5,8,S08LFS4.2,"H - This is a fossilized wooly mammoth. (Point to mammoth fossil) Which animal is most similar to the fossilized mammoth: A, B, or C? ",Which animal is most similar to the fossilized mammoth?,tiger,elephant,monkey,b
S08LFS4.2L6,8,S08LFS4.2,"L - Here is a rabbit. (Point to prompt.) Which is also a rabbit: A, B, or C?",Which is also a rabbit?,A,B,C,b
S08LFS4.2L7,8,S08LFS4.2,"L - Here is a lizard. (Point to prompt.) Which is also a lizard: A, B, or C?",Which is also a lizard?,A,B,C,c
S08LFS4.2M8,8,S08LFS4.2,"M - Here is a tiger. Point to prompt.) Which is also a tiger: A, B, or C?",Which is also a tiger?,A,B,C,a
S08LFS4.2M9,8,S08LFS4.2,"M - Here is a zebra. (Point to prompt.) Which is also a zebra: A, B, or C?",Which is also a zebra?,A,B,C,b
S08LFS4.2H10,8,S08LFS4.2,"H - Here are some fossils. (Point to prompt.) Which did this fossil come from: dog, cougar, or mammoth?",Which did this fossil come from?,dog,lion,mammoth,c
S08LFS4.2L11,8,S08LFS4.2,"L - Here is a butterfly. (Point to the prompt.) Which is also a butterfly: A, B or C? ",Which is also a butterfly?,A,B,C,b
S08LFS4.2M12,8,S08LFS4.2,"M - Here is a horse. (Point to cat in prompt.) Which animal is also a horse: A, B or C?",Which animal is also a horse?,A,B,C,c
S08LFS4.2M13,8,S08LFS4.2,"M - Here is a butterfly. (Point to prompt.) Which is also a butterfly: A, B or C? ",Which is also a butterfly?,A,B,C,b
S08LFS4.2H14,8,S08LFS4.2,"H - Here is an extinct dinosaur. (Point to the prompt.) Which is also an extinct dinosaur: A, B or C? ",Which animal is also a dinosaur?,A,B,C,b
S08LFS4.2H15,8,S08LFS4.2,"H - Here is a fossil. (Point to prompt.) Which did this fossil come from: fish, mouse, or bird? ",Which did this fossil come from?,fish,mouse,bird,a
S08LFS4.2L16,8,S08LFS4.2,"L - Here is a dog. (Point to prompt.) Which is also a dog: A, B, or C? ",Which is also a dog?,A,B,C,c
S08LFS4.2L17,8,S08LFS4.2,"L - Here is an elephant.  (Point to prompt.) Which is also an elephant: A, B, or C?",Which is also an elephant?,A,B,C,b
S08LFS4.2M18,8,S08LFS4.2,"M - Here is a dog. (Point to prompt.) Which is most like the dog: bird, frog, or wolf?  ",Which is most like the dog?,bird,frog,wolf,c
S08LFS4.2M19,8,S08LFS4.2,"M - Here is a horse. (Point to prompt.) Which is most like a horse: zebra, tiger, or bear?",Which is most like a horse?,zebra,tiger,bear,a
S08LFS4.2H20,8,S08LFS4.2,"H - Here is a snail. (Point to prompt.) Which is likely related to the snail: A, B or C?",Which is likely related to the snail?,A,B,C,a
S08LFS4.4MSAMPLE,8,S08LFS4.4,"M - Here is a Tiger. (Point to tiger in prompt.) Which is a trait that helps the tiger chew its prey: wings, teeth, or trunk?",Which is a trait that helps the tiger chew its prey? ,wings,teeth,trunk,b
S08LFS4.4L1,8,S08LFS4.4,"L - This is an elephant. (Point to prompt.) Which shows an elephant's trunk: A, B, or C? ",Which shows an elephant's trunk?,A,B,C,c
S08LFS4.4L2,8,S08LFS4.4,"L - This is a giraffe. (Point to giraffe.) Which shows a giraffe's neck: A, B, or C? ",Which shows a giraffe's neck?,A,B,C,b
S08LFS4.4M3,8,S08LFS4.4,"M - This is a leopard. (Point to leopard.) What trait helps a leopard chase its prey: legs, hand or tail? ",What trait helps a leopard chase its prey?,legs,hand,tail,a
S08LFS4.4M4,8,S08LFS4.4,"M - This is an eagle. (Point to eagle.)  What trait does an eagle use to grab its prey: wings, trunk, or talons?",What trait does an eagle use to grab its prey?,wings,trunk,talon,c
S08LFS4.4H5,8,S08LFS4.4,"H - This is a leopard. (Point to leopard.) What trait helps a leopard hide: spots, teeth, or tail?",What trait helps a leopard hide?,spots,teeth,tail,a
S08LFS4.4L6,8,S08LFS4.4,"L - Here is a duck. (Point to duck.) Which helps the duck swim: webbed feet, plants, or insects? ",Which helps the duck swim? ,webbed feet,plants,insects,a
S08LFS4.4M7,8,S08LFS4.4,"M - Here is an elephant. (Point to elephant.) Which helps the elephant drink water: wings, hooves, or trunk?",Which helps the elephant drink water?,wings,hooves,trunk,c
S08LFS4.4M8,8,S08LFS4.4,"M - Here is a whale. (Point to whale.) Which helps the whale swim in the ocean: beak, tail, or neck?",Which helps the whale swim in the ocean?,beak,tail,neck,b
S08LFS4.4H9,8,S08LFS4.4,"H - Here is a cheetah. (Point to cheetah.) Which trait helps the cheetah run fast to catch prey: legs, tail, or ears? ",Which trait helps the cheetah run fast to catch prey?,legs,tail,ears,a
S08LFS4.4H10,8,S08LFS4.4,"H - Here is a pig. (Point to giraffe.) Which trait helps the pig root and smell food: tail, ears or snout? ",Which trait helps the pig root and smell food?,tail,ears,snout,c
S08LFS4.4L11,8,S08LFS4.4,"L - Here is a bird. (Point to the prompt.) Which does a bird have: car, leaves or feathers?",Which does a bird have?,car,leaves,feathers,c
S08LFS4.4L12,8,S08LFS4.4,"L - Here is an eagle. (Point to the prompt.) Which does an eagle have: talons, hat, or leaves?",Which does an eagle have?,talons,hat,leaves,a
